update,update_time,weights,cosine
1099,196.928230115,16.362999999999893_-1.4631184351980602_-8.740236870396046_16.104986601633183,0.3960725247586787
1100,197.084721607,16.371999999999893_-1.4501184351980603_-8.708236870396046_16.110986601633183,0.39559427987236007
1101,197.085890671,16.027999999999892_-1.7951184351980602_-8.893236870396047_16.15898660163318,0.3927314180664907
1102,198.093572442,16.024999999999892_-1.8001184351980601_-8.886236870396047_16.16498660163318,0.3924628032661097
1103,198.094892323,16.024999999999892_-1.7991184351980603_-8.880236870396047_16.16798660163318,0.39230378126650023
1104,198.096541655,16.016999999999893_-1.8111184351980603_-8.872236870396048_16.16798660163318,0.3921144735923575
1105,198.097891151,16.01899999999989_-1.8081184351980604_-8.866236870396047_16.168986601633183,0.39202770004201193
1106,198.24258776,15.873999999999892_-1.9551184351980604_-8.970236870396047_16.194986601633182,0.3911224682004535
1107,198.403416482,15.871999999999892_-1.9571184351980604_-8.967236870396047_16.194986601633182,0.3910572397884544
1108,198.690095501,15.877999999999892_-1.9521184351980605_-8.918236870396047_16.207986601633184,0.390139979346248
1109,198.691519057,15.881999999999891_-1.9501184351980605_-8.889236870396047_16.216986601633185,0.3895782942782132
1110,198.837362316,15.880999999999892_-1.9511184351980604_-8.875236870396048_16.218986601633183,0.38932472933472506
1111,198.837945671,15.853999999999893_-1.9791184351980604_-8.895236870396047_16.229986601633183,0.38902328034261124
1112,198.839009973,15.850999999999893_-1.9841184351980603_-8.891236870396048_16.229986601633183,0.3889412739167155
1113,198.839881738,15.857999999999892_-1.9771184351980604_-8.616236870396047_16.226986601633183,0.38530324979647246
1114,199.087867682,15.642999999999892_-2.2781184351980603_-8.829236870396047_16.273986601633183,0.3850019401155994
1115,200.163998502,15.639999999999892_-2.2811184351980605_-8.828236870396047_16.275986601633182,0.38490590253617885
1116,200.402993189,15.650999999999891_-2.2701184351980603_-8.794236870396047_16.28398660163318,0.38436769969181883
1117,200.404360996,15.63599999999989_-2.2891184351980605_-8.782236870396046_16.28398660163318,0.3840471563418758
1118,200.406213121,15.63399999999989_-2.2981184351980604_-8.755236870396047_16.290986601633183,0.3835151595179157
1119,201.642721049,15.63499999999989_-2.30011843519806_-8.752236870396047_16.290986601633183,0.38349928896433616
1120,201.64352002,15.635999999999889_-2.2941184351980604_-8.749236870396047_16.291986601633184,0.3834213128962909
1121,201.774466571,15.643999999999888_-2.2861184351980604_-8.722236870396047_16.294986601633184,0.3830667836768742
1122,201.936009862,15.659999999999888_-2.2701184351980603_-8.684236870396047_16.296986601633183,0.3826768332440923
